Time_ID,Year,Month,P_ID
350231,2021,10,331
350232,2021,4,332
350233,2021,3,333
350234,2021,2,334
350235,2021,12,335
350236,2023,3,336
350237,2021,1,337
350238,2022,2,338
350239,2021,6,339
350240,2021,2,340
350241,2022,8,341
350242,2023,12,342
350243,2022,3,343
350244,2022,4,344
350245,2022,8,345
350246,2021,2,346
350247,2022,5,347
350248,2021,2,348
350249,2022,3,349
350250,2022,1,350
350251,2021,3,351
350252,2023,2,352
350253,2023,12,353
350254,2022,11,354
350255,2022,3,355
350256,2022,2,356
350257,2022,11,357
350258,2022,7,358
350259,2022,5,359
350260,2023,3,360
350261,2022,3,361
350262,2022,3,362
350263,2023,8,363
350264,2023,5,364
350265,2021,1,365
350266,2023,4,366
350267,2021,1,367
350268,2021,11,368
350269,2023,2,369
350270,2023,6,370
350271,2022,4,371
350272,2021,10,372
350273,2023,4,373
350274,2023,10,374
350275,2022,9,375
350276,2021,4,376
350277,2022,1,377
350278,2023,2,378
350279,2022,7,379
350280,2023,2,380
350281,2023,3,381
350282,2021,5,382
350283,2021,2,383
350284,2023,8,384
350285,2022,11,385
350286,2021,4,386
350287,2022,11,387
350288,2021,1,388
350289,2023,5,389
350290,2021,6,390
350291,2021,2,391
350292,2023,7,392
350293,2021,2,393
350294,2021,10,394
350295,2022,1,395
350296,2023,1,396
350297,2022,1,397
350298,2023,8,398
350299,2022,9,399
350300,2022,4,400
350301,2022,12,401
350302,2023,2,402
350303,2023,1,403
350304,2021,5,404
350305,2023,2,405
350306,2023,2,406
350307,2023,1,407
350308,2021,1,408
350309,2022,10,409
350310,2021,7,410
350311,2022,2,411
350312,2022,6,412
350313,2021,10,413
350314,2023,10,414
350315,2023,5,415
350316,2022,6,416
350317,2022,3,417
350318,2022,2,418
350319,2021,5,419
350320,2022,3,420
350321,2022,10,421
350322,2021,6,422
350323,2023,6,423
350324,2021,3,424
350325,2022,1,425
350326,2021,12,426
350327,2021,2,427
350328,2023,10,428
350329,2022,3,429
350330,2023,10,430
350331,2022,2,431
350332,2022,6,432
350333,2023,3,433
350334,2021,3,434
350335,2023,8,435
350336,2023,9,436
350337,2021,5,437
350338,2022,6,438
350339,2022,1,439
350340,2021,10,440
350341,2023,11,441
350342,2023,12,442
350343,2022,3,443
350344,2022,6,444
350345,2023,3,445
350346,2021,8,446
350347,2021,5,447
350348,2021,8,448
350349,2022,1,449
350350,2023,7,450
350351,2021,2,451
350352,2021,3,452
350353,2022,3,453
350354,2022,12,454
350355,2021,1,455
350356,2021,4,456
350357,2023,11,457
350358,2021,10,458
350359,2023,6,459
350360,2021,1,460
350361,2023,3,461
350362,2021,3,462
350363,2022,1,463
350364,2023,8,464
350365,2023,3,465
350366,2022,11,466
350367,2023,6,467
350368,2022,8,468
350369,2021,1,469
350370,2021,8,470
350371,2023,1,471
350372,2023,4,472
350373,2022,2,473
350374,2021,4,474
350375,2023,2,475
350376,2023,6,476
350377,2023,2,477
350378,2021,2,478
350379,2022,1,479
350380,2022,3,480
350381,2023,1,481
350382,2021,8,482
350383,2022,4,483
350384,2021,11,484
350385,2021,3,485
350386,2023,1,486
350387,2021,2,487
350388,2021,4,488
350389,2022,7,489
350390,2021,9,490
350391,2023,2,491
350392,2021,1,492
350393,2023,1,493
350394,2021,2,494
350395,2023,7,495
350396,2022,5,496
350397,2021,2,497
350398,2022,1,498
350399,2021,3,499
350400,2022,3,500
350401,2021,7,501
350402,2023,1,502
350403,2021,2,503
350404,2022,1,504
350405,2021,5,505
350406,2021,1,506
350407,2022,6,507
350408,2023,11,508
350409,2022,8,509
350410,2021,11,510
350411,2023,2,511
350412,2021,4,512
350413,2023,10,513
350414,2021,12,514
350415,2022,6,515
350416,2022,4,516
350417,2023,2,517
350418,2023,12,518
350419,2021,2,519
350420,2023,5,520
350421,2022,3,521
350422,2021,10,522
350423,2021,9,523
350424,2021,5,524
350425,2021,6,525
350426,2023,2,526
350427,2021,2,527
350428,2023,1,528
350429,2022,8,529
350430,2023,1,530
350431,2023,6,531
350432,2022,2,532
350433,2022,10,533
350434,2021,2,534
350435,2022,1,535
350436,2021,7,536
350437,2021,4,537
350438,2022,4,538
350439,2023,9,539
350440,2021,8,540
350441,2023,8,541
350442,2021,8,542
350443,2022,9,543
350444,2022,1,544
350445,2023,2,545
350446,2021,2,546
350447,2021,3,547
350448,2021,1,548
350449,2023,3,549
350450,2023,2,550
350451,2023,2,551
350452,2022,6,552
350453,2021,2,553
350454,2022,10,554
350455,2023,4,555
350456,2021,2,556
350457,2022,5,557
350458,2022,7,558
350459,2023,1,559
350460,2021,2,560
350461,2022,11,561
350462,2021,6,562
350463,2023,12,563
350464,2021,2,564
350465,2022,2,565
350466,2023,12,566
350467,2023,12,567
350468,2023,6,568
350469,2023,1,569
350470,2022,9,570
350471,2023,7,571
350472,2023,12,572
350473,2023,2,573
350474,2023,8,574
350475,2021,12,575
350476,2023,8,576
350477,2023,3,577
350478,2021,3,578
350479,2022,11,579
350480,2023,2,580
350481,2023,1,581
350482,2023,4,582
350483,2022,11,583
350484,2022,10,584
350485,2021,9,585
350486,2021,11,586
350487,2022,10,587
350488,2023,4,588
350489,2023,4,589
350490,2021,9,590
350491,2023,7,591
350492,2023,8,592
350493,2023,5,593
350494,2022,2,594
350495,2023,10,595
350496,2022,9,596
350497,2023,3,597
350498,2022,3,598
350499,2023,10,599
350500,2022,3,600
350501,2023,1,601
350502,2023,3,602
350503,2021,5,603
350504,2021,3,604
350505,2023,3,605
350506,2023,3,606
350507,2021,11,607
350508,2023,1,608
350509,2023,6,609
350510,2023,12,610
350511,2021,1,611
350512,2022,4,612
350513,2021,3,613
350514,2022,7,614
350515,2023,3,615
350516,2022,1,616
350517,2021,3,617
350518,2022,9,618
350519,2022,1,619
350520,2021,4,620
350521,2021,3,621
350522,2023,9,622
350523,2023,1,623
350524,2021,3,624
350525,2021,10,625
350526,2023,10,626
350527,2021,10,627
350528,2022,9,628
350529,2023,12,629
350530,2021,3,630
350531,2021,10,631
350532,2023,2,632
350533,2023,2,633
350534,2022,3,634
350535,2021,2,635
350536,2023,3,636
350537,2023,1,637
350538,2021,2,638
350539,2023,12,639
350540,2021,3,640
350541,2023,3,641
350542,2023,2,642
350543,2022,1,643
350544,2022,12,644
350545,2023,5,645
350546,2022,1,646
350547,2021,10,647
350548,2022,4,648
350549,2022,3,649
350550,2023,6,650
350551,2023,1,651
350552,2021,9,652
350553,2021,1,653
350554,2023,12,654
350555,2023,2,655
350556,2021,12,656
350557,2021,10,657
350558,2021,3,658
350559,2022,3,659
350560,2021,11,660
350561,2023,9,661
350562,2023,5,662
350563,2022,1,663
350564,2022,11,664
350565,2021,12,665
350566,2022,2,666
350567,2021,1,667
350568,2023,12,668
350569,2022,8,669
350570,2022,4,670
350571,2023,2,671
350572,2021,3,672
350573,2022,9,673
350574,2021,3,674
350575,2023,9,675
350576,2022,6,676
350577,2022,11,677
350578,2021,9,678
350579,2021,2,679
350580,2022,2,680
350581,2023,11,681
350582,2021,8,682
350583,2023,3,683
350584,2023,11,684
350585,2022,9,685
350586,2023,1,686
350587,2021,2,687
350588,2022,6,688
350589,2021,3,689
350590,2023,10,690
350591,2021,6,691
350592,2021,12,692
350593,2022,7,693
350594,2023,3,694
350595,2021,1,695
350596,2023,3,696
350597,2022,6,697
350598,2021,11,698
350599,2022,3,699
350600,2022,2,700
350601,2021,3,701
350602,2021,6,702
350603,2022,1,703
350604,2023,1,704
350605,2023,2,705
350606,2022,2,706
350607,2021,6,707
350608,2021,5,708
350609,2023,2,709
350610,2023,11,710
350611,2021,11,711
350612,2023,4,712
350613,2021,2,713
350614,2023,3,714
350615,2021,3,715
350616,2023,3,716
350617,2021,8,717
350618,2023,1,718
350619,2022,3,719
350620,2023,2,720
350621,2022,6,721
350622,2022,2,722
350623,2021,2,723
350624,2023,12,724
350625,2023,1,725
350626,2021,12,726
350627,2022,10,727
350628,2023,9,728
350629,2021,4,729
350630,2022,6,730
350631,2021,1,731
350632,2021,4,732
350633,2021,2,733
350634,2021,10,734
350635,2023,1,735
350636,2023,6,736
350637,2022,3,737
350638,2021,8,738
350639,2023,7,739
350640,2023,1,740
350641,2021,2,741
350642,2021,4,742
350643,2021,5,743
350644,2023,8,744
350645,2022,6,745
350646,2023,10,746
350647,2022,2,747
350648,2023,1,748
350649,2022,3,749
350650,2023,2,750
350651,2021,3,751
350652,2021,2,752
350653,2021,2,753
350654,2021,1,754
350655,2021,3,755
350656,2021,3,756
350657,2021,5,757
350658,2021,5,758
350659,2022,9,759
350660,2021,3,760
350661,2021,1,761
350662,2023,3,762
350663,2023,3,763
350664,2022,6,764
350665,2022,3,765
350666,2021,11,766
350667,2023,9,767
350668,2022,9,768
350669,2022,12,769
350670,2021,1,770
350671,2023,2,771
350672,2023,11,772
350673,2021,1,773
350674,2023,2,774
350675,2021,3,775
350676,2023,2,776
350677,2021,7,777
350678,2022,2,778
350679,2021,3,779
350680,2022,4,780
350681,2023,3,781
350682,2022,7,782
350683,2022,8,783
350684,2021,8,784
350685,2021,9,785
350686,2022,6,786
350687,2022,1,787
350688,2022,3,788
350689,2021,3,789
350690,2022,7,790
350691,2022,11,791
350692,2021,10,792
350693,2021,5,793
350694,2022,2,794
350695,2021,11,795
350696,2023,11,796
350697,2021,7,797
350698,2023,2,798
350699,2022,2,799
350700,2021,1,800
350701,2021,12,801
350702,2023,3,802
350703,2021,6,803
350704,2023,2,804
350705,2021,2,805
350706,2023,2,806
350707,2023,4,807
350708,2021,10,808
350709,2021,4,809
350710,2023,3,810
350711,2022,3,811
350712,2021,1,812
350713,2021,8,813
350714,2022,10,814
350715,2023,2,815
350716,2022,2,816
350717,2021,2,817
350718,2021,5,818
350719,2022,1,819
350720,2022,1,820
350721,2021,3,821
350722,2023,1,822
350723,2021,1,823
350724,2023,11,824
350725,2022,7,825
350726,2023,11,826
350727,2022,6,827
350728,2021,8,828
350729,2023,2,829
350730,2022,6,830
350731,2022,3,831
350732,2021,10,832
350733,2022,4,833
350734,2021,4,834
350735,2021,3,835
350736,2021,2,836
350737,2021,7,837
350738,2022,6,838
350739,2023,1,839
350740,2021,4,840
350741,2023,8,841
350742,2022,3,842
350743,2023,11,843
350744,2021,2,844
350745,2021,3,845
350746,2021,8,846
350747,2023,12,847
350748,2022,2,848
350749,2021,10,849
350750,2021,7,850
350751,2023,4,851
350752,2021,2,852
350753,2021,9,853
350754,2022,2,854
350755,2022,4,855
350756,2021,6,856
350757,2022,2,857
350758,2021,9,858
350759,2022,1,859
350760,2022,3,860
350761,2023,7,861
350762,2023,1,862
350763,2022,11,863
350764,2022,3,864
350765,2023,2,865
350766,2023,12,866
350767,2021,7,867
350768,2022,9,868
350769,2022,3,869
350770,2021,2,870
350771,2022,2,871
350772,2023,11,872
350773,2021,4,873
350774,2021,7,874
350775,2021,8,875
350776,2021,12,876
350777,2022,8,877
350778,2023,2,878
350779,2021,3,879
350780,2022,2,880
350781,2023,9,881
350782,2021,2,882
350783,2023,12,883
350784,2022,1,884
350785,2021,10,885
350786,2022,6,886
350787,2023,3,887
350788,2022,3,888
350789,2021,8,889
350790,2022,1,890
350791,2021,11,891
350792,2021,2,892
350793,2022,5,893
350794,2023,1,894
350795,2023,5,895
350796,2021,4,896
350797,2021,8,897
350798,2022,5,898
350799,2023,6,899
350800,2021,7,900
350801,2022,2,901
350802,2021,2,902
350803,2023,5,903
350804,2023,2,904
350805,2021,4,905
350806,2021,1,906
350807,2023,1,907
350808,2023,10,908
350809,2021,1,909
350810,2022,3,910
350811,2022,2,911
350812,2022,3,912
350813,2022,1,913
350814,2021,4,914
350815,2022,10,915
350816,2022,9,916
350817,2021,2,917
350818,2021,3,918
350819,2021,1,919
350820,2022,11,920
350821,2023,1,921
350822,2021,8,922
350823,2021,3,923
350824,2021,1,924
350825,2023,10,925
350826,2021,10,926
350827,2021,6,927
350828,2022,3,928
350829,2022,1,929
350830,2023,2,930
350831,2023,7,931
350832,2021,10,932
350833,2023,6,933
350834,2021,12,934
350835,2021,3,935
350836,2023,3,936
350837,2021,6,937
350838,2022,11,938
350839,2023,11,939
350840,2023,10,940
350841,2021,4,941
350842,2022,3,942
350843,2021,3,943
350844,2023,10,944
350845,2022,3,945
350846,2023,5,946
350847,2022,4,947
350848,2023,2,948
350849,2023,9,949
350850,2022,2,950
350851,2023,4,951
350852,2022,3,952
350853,2021,3,953
350854,2021,2,954
350855,2021,7,955
350856,2023,2,956
350857,2023,9,957
350858,2021,4,958
350859,2021,11,959
350860,2021,11,960
350861,2021,8,961
350862,2021,10,962
350863,2023,6,963
350864,2021,3,964
350865,2022,2,965
350866,2021,5,966
350867,2023,1,967
350868,2023,3,968
350869,2022,2,969
350870,2021,1,970
350871,2021,9,971
350872,2022,5,972
350873,2021,11,973
350874,2022,10,974
350875,2021,1,975
350876,2021,1,976
350877,2021,1,977
350878,2023,3,978
350879,2022,1,979
350880,2022,9,980
350881,2021,2,981
350882,2022,3,982
350883,2021,1,983
350884,2023,3,984
350885,2021,5,985
350886,2022,6,986
350887,2022,2,987
350888,2023,7,988
350889,2022,2,989
350890,2021,3,990
350891,2023,11,991
350892,2021,3,992
350893,2021,3,993
350894,2022,4,994
350895,2021,2,995
350896,2023,2,996
350897,2022,1,997
350898,2023,11,998
350899,2022,7,999
350900,2023,4,1000
350901,2022,1,1001
350902,2021,3,1002
350903,2021,2,1003
350904,2021,6,1004
350905,2023,3,1005
350906,2021,11,1006
350907,2021,2,1007
350908,2023,1,1008
350909,2021,3,1009
350910,2021,4,1010
350911,2021,9,1011
350912,2021,8,1012
350913,2021,7,1013
350914,2023,1,1014
350915,2022,7,1015
350916,2022,3,1016
350917,2022,3,1017
350918,2023,7,1018
350919,2023,7,1019
350920,2021,4,1020
350921,2021,5,1021
350922,2023,2,1022
350923,2021,2,1023
350924,2021,8,1024
350925,2022,12,1025
350926,2021,5,1026
350927,2021,7,1027
350928,2021,6,1028
350929,2022,3,1029
350930,2023,6,1030
350931,2022,8,1031
350932,2023,2,1032
350933,2021,12,1033
350934,2022,1,1034
350935,2022,1,1035
350936,2021,3,1036
350937,2021,5,1037
350938,2023,10,1038
350939,2022,8,1039
350940,2022,3,1040
350941,2023,4,1041
350942,2022,6,1042
350943,2022,10,1043
350944,2021,6,1044
350945,2022,3,1045
350946,2022,10,1046
350947,2022,3,1047
350948,2021,7,1048
350949,2021,2,1049
350950,2023,3,1050
350951,2022,8,1051
350952,2022,3,1052
350953,2021,10,1053
350954,2022,7,1054
350955,2021,1,1055
350956,2022,1,1056
350957,2022,9,1057
350958,2021,9,1058
350959,2021,5,1059
350960,2022,3,1060
350961,2021,6,1061
350962,2022,3,1062
350963,2021,4,1063
350964,2022,5,1064
350965,2022,1,1065
350966,2023,10,1066
350967,2021,11,1067
350968,2023,2,1068
350969,2023,4,1069
350970,2021,1,1070
350971,2023,2,1071
350972,2021,6,1072
350973,2021,12,1073
350974,2023,6,1074
350975,2021,6,1075
350976,2022,12,1076
350977,2021,3,1077
350978,2023,2,1078
350979,2022,4,1079
350980,2023,3,1080
350981,2022,1,1081
350982,2023,8,1082
350983,2021,3,1083
350984,2023,8,1084
350985,2021,11,1085
350986,2022,10,1086
350987,2022,7,1087
350988,2023,11,1088
350989,2023,5,1089
350990,2022,7,1090
350991,2021,1,1091
350992,2021,3,1092
350993,2023,2,1093
350994,2022,9,1094
350995,2023,3,1095
350996,2022,9,1096
350997,2022,5,1097
350998,2021,12,1098
350999,2022,7,1099
351000,2022,4,1100
351001,2021,8,1101
351002,2023,11,1102
351003,2022,1,1103
351004,2023,2,1104
351005,2023,3,1105
351006,2023,7,1106
351007,2023,3,1107
351008,2022,1,1108
351009,2021,10,1109
351010,2023,2,1110
351011,2022,3,1111
351012,2022,3,1112
351013,2022,5,1113
351014,2021,7,1114
351015,2022,1,1115
351016,2023,2,1116
351017,2023,1,1117
351018,2022,7,1118
351019,2022,3,1119
351020,2023,3,1120
351021,2023,6,1121
351022,2022,4,1122
351023,2023,1,1123
351024,2021,3,1124
351025,2023,1,1125
351026,2023,9,1126
351027,2023,2,1127
351028,2021,1,1128
351029,2022,12,1129
351030,2022,4,1130
351031,2022,6,1131
351032,2021,1,1132
351033,2022,2,1133
351034,2023,4,1134
351035,2023,2,1135
351036,2023,12,1136
351037,2022,11,1137
351038,2021,9,1138
351039,2021,12,1139
351040,2022,9,1140
351041,2022,3,1141
351042,2021,8,1142
351043,2022,9,1143
351044,2022,5,1144
351045,2022,2,1145
351046,2023,5,1146
351047,2021,4,1147
351048,2023,2,1148
351049,2022,1,1149
351050,2022,7,1150
351051,2023,11,1151
351052,2023,12,1152
351053,2022,10,1153
351054,2023,6,1154
351055,2022,4,1155
351056,2021,8,1156
351057,2023,3,1157
351058,2022,1,1158
351059,2022,8,1159
351060,2022,10,1160
351061,2022,5,1161
351062,2021,7,1162
351063,2023,2,1163
351064,2023,3,1164
351065,2021,3,1165
351066,2022,9,1166
351067,2022,3,1167
351068,2021,10,1168
351069,2021,4,1169
351070,2022,3,1170
351071,2022,1,1171
351072,2022,2,1172
351073,2021,1,1173
351074,2023,7,1174
351075,2021,1,1175
351076,2022,2,1176
351077,2023,12,1177
351078,2022,2,1178
351079,2021,1,1179
351080,2022,11,1180
351081,2022,11,1181
351082,2022,3,1182
351083,2022,7,1183
351084,2023,2,1184
351085,2022,12,1185
351086,2021,6,1186
351087,2023,4,1187
351088,2021,7,1188
351089,2022,3,1189
351090,2022,3,1190
351091,2021,2,1191
351092,2021,10,1192
351093,2022,10,1193
351094,2022,10,1194
351095,2022,1,1195
351096,2021,9,1196
351097,2021,3,1197
351098,2022,8,1198
351099,2021,9,1199
351100,2021,3,1200
351101,2021,2,1201
351102,2021,3,1202
351103,2022,3,1203
351104,2022,5,1204
351105,2023,3,1205
351106,2021,3,1206
351107,2022,3,1207
351108,2023,2,1208
351109,2023,7,1209
351110,2022,3,1210
351111,2022,2,1211
351112,2021,11,1212
351113,2021,2,1213
351114,2022,4,1214
351115,2021,2,1215
351116,2023,3,1216
351117,2021,7,1217
351118,2022,11,1218
351119,2021,2,1219
351120,2022,10,1220
351121,2022,6,1221
351122,2022,3,1222
351123,2022,12,1223
351124,2021,3,1224
351125,2023,9,1225
351126,2021,1,1226
351127,2021,1,1227
351128,2021,1,1228
351129,2023,11,1229
351130,2021,6,1230
351131,2023,3,1231
351132,2023,11,1232
351133,2023,2,1233
351134,2022,1,1234
351135,2021,2,1235
351136,2021,8,1236
351137,2023,5,1237
351138,2021,4,1238
351139,2022,11,1239
351140,2021,3,1240
351141,2021,3,1241
351142,2023,3,1242
351143,2022,1,1243
351144,2023,1,1244
351145,2022,2,1245
351146,2021,2,1246
351147,2023,12,1247
351148,2021,1,1248
351149,2021,7,1249
351150,2021,3,1250
351151,2021,7,1251
351152,2021,3,1252
351153,2023,9,1253
351154,2022,6,1254
351155,2022,1,1255
351156,2023,2,1256
351157,2021,1,1257
351158,2023,1,1258
351159,2022,2,1259
351160,2021,1,1260
351161,2021,4,1261
351162,2021,10,1262
351163,2022,3,1263
351164,2022,8,1264
351165,2021,4,1265
351166,2022,12,1266
351167,2021,4,1267
351168,2021,3,1268
351169,2023,10,1269
351170,2023,6,1270
351171,2022,9,1271
351172,2023,2,1272
351173,2023,11,1273
351174,2021,1,1274
351175,2022,12,1275
351176,2023,12,1276
351177,2022,10,1277
351178,2023,7,1278
351179,2021,11,1279
351180,2023,1,1280
351181,2023,2,1281
351182,2023,3,1282
351183,2022,12,1283
351184,2021,3,1284
351185,2022,6,1285
351186,2023,12,1286
351187,2023,3,1287
351188,2023,1,1288
351189,2022,1,1289
351190,2021,8,1290
351191,2023,3,1291
351192,2022,1,1292
351193,2023,4,1293
351194,2023,7,1294
351195,2023,9,1295
351196,2023,4,1296
351197,2023,1,1297
351198,2022,9,1298
351199,2021,7,1299
351200,2022,2,1300
351201,2023,3,1301
351202,2023,11,1302
351203,2022,6,1303
351204,2022,3,1304
351205,2022,1,1305
351206,2023,1,1306
351207,2023,2,1307
351208,2023,2,1308
351209,2021,9,1309
351210,2021,8,1310
351211,2023,10,1311
351212,2021,1,1312
351213,2022,11,1313
351214,2021,1,1314
351215,2021,4,1315
351216,2022,1,1316
351217,2021,2,1317
351218,2021,2,1318
351219,2021,6,1319
351220,2021,5,1320
351221,2023,1,1321
351222,2022,2,1322
351223,2021,2,1323
351224,2022,1,1324
351225,2022,1,1325
351226,2022,11,1326
351227,2023,8,1327
351228,2021,1,1328
351229,2021,3,1329
351230,2021,2,1330
351231,2022,3,1331
351232,2021,10,1332
351233,2022,5,1333
351234,2022,3,1334
351235,2022,6,1335
351236,2022,2,1336
351237,2021,12,1337
351238,2021,3,1338
351239,2023,2,1339
351240,2022,5,1340
351241,2022,3,1341
351242,2023,3,1342
351243,2022,11,1343
351244,2023,3,1344
351245,2021,7,1345
351246,2022,2,1346
351247,2021,1,1347
351248,2021,4,1348
351249,2021,11,1349
351250,2023,9,1350
351251,2022,3,1351
351252,2022,1,1352
351253,2023,10,1353
351254,2021,4,1354
351255,2022,8,1355
351256,2022,5,1356
351257,2023,9,1357
351258,2021,3,1358
351259,2021,1,1359
351260,2021,5,1360
351261,2023,2,1361
351262,2022,11,1362
351263,2022,10,1363
351264,2022,12,1364
351265,2021,7,1365
351266,2021,11,1366
351267,2021,2,1367
351268,2023,3,1368
351269,2021,7,1369
351270,2021,1,1370
351271,2023,7,1371
351272,2021,3,1372
351273,2021,1,1373
351274,2023,2,1374
351275,2023,7,1375
351276,2021,10,1376
351277,2022,2,1377
351278,2021,5,1378
351279,2021,4,1379
351280,2022,8,1380
351281,2023,4,1381
351282,2021,6,1382
351283,2022,2,1383
351284,2021,8,1384
351285,2021,3,1385
351286,2022,1,1386
351287,2022,9,1387
351288,2023,12,1388
351289,2021,2,1389
351290,2023,10,1390
351291,2023,12,1391
351292,2021,11,1392
351293,2022,2,1393
351294,2023,1,1394
351295,2021,1,1395
351296,2023,5,1396
351297,2021,2,1397
351298,2023,1,1398
351299,2021,1,1399
351300,2022,1,1400
351301,2022,10,1401
351302,2021,12,1402
351303,2023,3,1403
351304,2022,5,1404
351305,2022,2,1405
351306,2022,11,1406
351307,2023,1,1407
351308,2023,7,1408
351309,2023,12,1409
351310,2023,2,1410
351311,2023,5,1411
351312,2021,4,1412
351313,2023,4,1413
351314,2022,9,1414
351315,2021,6,1415
351316,2023,2,1416
351317,2023,7,1417
351318,2022,10,1418
351319,2023,7,1419
351320,2021,5,1420
351321,2021,1,1421
351322,2023,4,1422
351323,2021,3,1423
351324,2023,2,1424
351325,2022,3,1425
351326,2021,3,1426
351327,2021,1,1427
351328,2023,3,1428
351329,2023,3,1429
351330,2022,2,1430
351331,2021,5,1431
351332,2023,1,1432
351333,2022,6,1433
351334,2021,8,1434
351335,2021,6,1435
351336,2023,11,1436
351337,2021,6,1437
351338,2023,2,1438
351339,2021,9,1439
351340,2023,7,1440
351341,2021,1,1441
351342,2022,1,1442
351343,2023,8,1443
351344,2022,3,1444
351345,2022,11,1445
351346,2021,7,1446
351347,2022,10,1447
351348,2022,9,1448
351349,2021,9,1449
351350,2023,10,1450
